"YEAR","RACE_COMB","MULT","MULT_se"
2021,"AAPI",8.20421071654468,0.432947856736182
2021,"AIAN",5.45351043643264,1.01504786720622
2021,"Black",4.92128111132549,0.31561035782316
2021,"Latino",5.18306782060779,0.0925115228057621
2021,"Other",5.07592891760905,1.22774387500855
2021,"Two or More",4.3135593220339,0.376626766937667
2021,"White",7.7800539083558,0.395130194874322
